0.106543697,-255,8
0.050291467,-248,66
0.050013263,-232,192
0.061005462,-50,1648
0.099207915,-253,8
0.055189058,-48,1648
0.052701585,-26,1824
0.064684421,-247,8
0.050677501,-244,32
0.078016214,-243,8
0.072200507,-22,1776
0.055575520,-4,1920
0.051906608,-244,-16
0.236665055,-241,8
0.057211399,-235,56
0.068517841,-195,376
0.051663436,-158,672
0.053554699,-153,712
0.060087036,-150,736
0.056217641,-139,824
0.053342115,-131,888
0.060762376,-125,938
0.059292100,-117,1000
0.095840588,-104,1104
0.051754456,-69,1386
0.084657282,-29,1704
0.053885717,-21,1768
0.097981796,-20,1776
0.054150421,-9,1864
0.103249550,-5,1896
0.052594081,2,1952
0.050291467,-248,-66
0.070115373,-167,582
0.051158916,-131,868
0.060489364,-97,1142
0.051808152,-53,1494
0.068338133,-43,1574
0.054350130,-235,8
0.064137965,-229,8
0.060974766,-98,1056
0.050476540,1,1848
0.067003369,-227,8
0.068939045,-112,928
0.166910708,-225,8
0.057704631,-185,328
0.051328387,-163,504
0.051776472,-159,540
0.058104586,-156,560
0.077111438,-111,922
0.052357432,-95,1048
0.050914533,-87,1112
0.050705280,-85,1130
0.066242181,-74,1216
0.057893921,-44,1456
0.055279963,-43,1466
0.060348701,-1,1800
0.088531792,5,1848
0.058686670,-223,8
0.071676143,-215,8
0.072235636,-193,184
0.051953603,-143,584
0.057877563,-118,784
0.057707019,-91,1000
0.059838593,-80,1088
0.055511773,-211,8
0.053266432,-232,-176
0.130597293,-209,8
0.060331766,-138,576
0.058882952,-5,1640
0.075946748,-170,302
0.070589304,-4,1630
0.065441087,-205,8
0.074502349,-168,304
0.055637106,-149,456
0.052159436,-127,632
0.073300242,-203,8
0.066665478,-148,448
0.053753372,-101,822
0.094474524,-100,832
0.091273092,-195,8
0.055977613,-96,800
0.051805191,20,1710
0.057896256,-189,8
0.100624748,-187,8
0.085209392,-159,232
0.056743957,-124,512
0.060100406,-31,1256
0.085512087,-185,8
0.076038264,-139,376
0.054120552,-90,768
0.073586255,26,1696
0.057176061,-179,8
0.070625938,-122,464
0.062446360,10,1520
0.073414788,22,1616
0.075303845,-193,-168
0.159124404,-171,8
0.070129812,-132,322
0.052148949,-119,424
0.053015076,-118,432
0.050326869,-106,528
0.054573257,-96,608
0.059677068,-92,640
0.091616400,-90,656
0.052475594,-69,824
0.061332833,-59,904
0.055948395,-58,912
0.050219025,-27,1160
0.095220186,14,1488
0.074301109,33,1640
0.081107572,-169,8
0.058629915,-84,686
0.069388300,-167,8
0.051110703,-149,134
0.076665290,-163,8
0.050551228,-100,512
0.056028560,-92,576
0.079233617,-4,1280
0.059966713,-161,8
0.055058852,-157,8
0.090020195,-144,112
0.056733046,-155,8
0.052049585,-82,592
0.075865373,-151,8
0.051090196,-48,832
0.055084333,-195,-360
0.081143551,-149,8
0.069775298,-147,8
0.054687575,38,1488
0.056386992,-185,-312
0.073095538,-145,8
0.051038790,-45,810
0.050533067,-173,-280
0.061604172,-137,8
0.058713857,31,1352
0.104943402,-133,8
0.050062492,11,1162
0.075946748,-170,-302
0.071642049,-168,-288
0.081846915,-159,-216
0.051110703,-149,-134
0.089717202,-144,-96
0.305718124,-131,8
0.084096797,-125,56
0.064958259,-122,80
0.093305178,-112,160
0.080362663,-101,248
0.063875213,-100,256
0.057745766,-96,288
0.058669083,-90,336
0.057758771,-86,368
0.063257292,-65,536
0.064776398,-63,554
0.050920229,-39,744
0.069915101,-38,752
0.084115364,-13,952
0.072615013,-5,1016
0.084169015,4,1088
0.054669231,28,1280
0.146935210,35,1336
0.106288306,43,1400
0.054553051,45,1416
0.074677587,50,1456
0.112687252,-129,8
0.073551171,-118,94
0.069714583,-111,152
0.062617742,-111,154
0.052213840,-99,248
0.072098427,-64,526
0.084949441,-39,726
0.069666594,-38,736
0.050377838,12,1134
0.055740818,47,1416
0.059813861,-127,8
0.050752662,-62,528
0.086006939,-125,-40
0.103689618,-119,8
0.057960562,-116,32
0.051352587,-103,136
0.068120956,-95,200
0.067066461,-60,480
0.061520044,-43,616
0.095584065,-32,704
0.077908970,-7,904
0.073495656,10,1040
0.059521068,-122,-64
0.058089029,-116,-16
0.090285316,-113,8
0.051153895,-100,112
0.055646308,-57,456
0.053806450,-54,480
0.051715478,-54,482
0.055443417,-27,696
0.063511230,-4,880
0.110424623,-111,8
0.052739419,-81,246
0.086349174,-80,256
0.052815512,-53,472
0.073551171,-118,-94
0.114448518,-105,8
0.067374386,-57,392
0.076444253,-51,440
0.053804368,17,986
0.054642398,48,1234
0.051989954,65,1350
0.051205851,-163,-488
0.055383906,-101,8
0.053309251,-97,8
0.052117798,-95,24
0.110728249,-95,8
0.070115373,-167,-582
0.055156875,-149,-440
0.061405562,-148,-432
0.070338212,-139,-360
0.092948124,-112,-144
0.062168792,-111,-136
0.248191029,-93,8
0.063893639,-81,104
0.060212411,-79,120
0.063325264,-79,122
0.057469893,-78,128
0.060965251,-67,216
0.095988892,-45,392
0.103364266,-20,592
0.050236028,-5,712
0.056047786,-1,744
0.058172502,49,1144
0.079198621,54,1184
0.052961085,56,1200
0.080890521,62,1248
0.059415843,63,1256
0.050556790,65,1274
0.087812938,72,1328
0.051776472,-159,-540
0.070129812,-132,-322
0.062617742,-111,-154
0.060424257,-57,278
0.062206510,-45,374
0.051632646,-30,494
0.067925438,-20,574
0.062129363,-19,582
0.062540181,23,918
0.062351413,53,1158
0.059724264,-89,8
0.056660112,-77,104
0.057196416,-156,-544
0.052050896,-103,-120
0.050160751,-100,-96
0.077298351,-87,8
0.116070479,-77,8
0.052346528,-12,528
0.052223887,39,936
0.051359057,-158,-656
0.065866575,-75,8
0.053186696,-143,-568
0.078976065,-101,-232
0.066333383,-95,-184
0.096202932,-71,8
0.055652063,-70,16
0.059580609,-19,424
0.063952491,-9,504
0.083285794,-8,512
0.052307695,25,776
0.066380709,-100,-240
0.065236941,-81,-88
0.059608996,-70,0
0.123002611,-69,8
0.059417300,-39,248
0.060156051,-18,416
0.092808671,-7,504
0.056829829,-119,-408
0.053941380,-81,-104
0.140501618,-67,8
0.072013088,-32,288
0.071403258,66,1072
0.060035467,78,1168
0.058384165,-153,-696
0.068486437,-122,-448
0.052008417,-118,-416
0.063791320,-79,-104
0.054210711,-77,-88
0.189238206,-65,8
0.085680686,-33,264
0.059031960,-31,280
0.056367721,-31,282
0.095782652,-16,400
0.066772155,-11,440
0.059300877,-7,472
