0.106583819,-255,8
0.050310850,-248,66
0.050031804,-232,192
0.061026577,-50,1648
0.099242009,-253,8
0.055210222,-48,1648
0.050006058,-27,1814
0.052724000,-26,1824
0.064712860,-247,8
0.050700136,-244,32
0.078049853,-243,8
0.072233327,-22,1776
0.055594936,-4,1920
0.051929552,-244,-16
0.236762747,-241,8
0.057231195,-235,56
0.068541311,-195,376
0.051684085,-158,672
0.053580198,-153,712
0.060106888,-150,736
0.056238469,-139,824
0.053368870,-131,888
0.060788333,-125,938
0.059315942,-117,1000
0.095886983,-104,1104
0.051777355,-69,1386
0.084689230,-29,1704
0.053907864,-21,1768
0.098025344,-20,1776
0.054170806,-9,1864
0.103289679,-5,1896
0.052612420,2,1952
0.050310850,-248,-66
0.070146546,-167,582
0.051183984,-131,868
0.060509142,-97,1142
0.051832583,-53,1494
0.068364516,-43,1574
0.054376192,-235,8
0.064165592,-229,8
0.061003897,-98,1056
0.050495703,1,1848
0.067030653,-227,8
0.068959609,-112,928
0.166987672,-225,8
0.057730500,-185,328
0.051355533,-163,504
0.051797688,-159,540
0.058128167,-156,560
0.077142276,-111,922
0.052379098,-95,1048
0.050937358,-87,1112
0.050727233,-85,1130
0.066266090,-74,1216
0.057916775,-44,1456
0.055310253,-43,1466
0.060372841,-1,1800
0.088567466,5,1848
0.058708549,-223,8
0.071707763,-215,8
0.072261654,-193,184
0.051971707,-143,584
0.057906426,-118,784
0.057733536,-91,1000
0.059865832,-80,1088
0.055533767,-211,8
0.053287089,-232,-176
0.130652755,-209,8
0.060359295,-138,576
0.058911890,-5,1640
0.075977512,-170,302
0.070618719,-4,1630
0.065468699,-205,8
0.074536420,-168,304
0.055656437,-149,456
0.052182663,-127,632
0.073336288,-203,8
0.066696651,-148,448
0.053771559,-101,822
0.094515420,-100,832
0.091306135,-195,8
0.055997264,-96,800
0.051821008,20,1710
0.057914216,-189,8
0.100662604,-187,8
0.085243009,-159,232
0.056764703,-124,512
0.060126930,-31,1256
0.085542537,-185,8
0.076066568,-139,376
0.054137301,-90,768
0.073611833,26,1696
0.057202689,-179,8
0.070662014,-122,464
0.062476899,10,1520
0.073445424,22,1616
0.075331070,-193,-168
0.159182400,-171,8
0.070154756,-132,322
0.052172463,-119,424
0.053040326,-118,432
0.050346740,-106,528
0.054591697,-96,608
0.059697710,-92,640
0.091653824,-90,656
0.052491311,-69,824
0.061359435,-59,904
0.055968814,-58,912
0.050235808,-27,1160
0.095259205,14,1488
0.074320801,33,1640
0.081138484,-169,8
0.058651365,-84,686
0.069410734,-167,8
0.051128622,-149,134
0.076697275,-163,8
0.050569028,-100,512
0.056053199,-92,576
0.079268366,-4,1280
0.059995122,-161,8
0.055078421,-157,8
0.090054266,-144,112
0.056756977,-155,8
0.052075338,-82,592
0.075892434,-151,8
0.051114477,-48,832
0.055102386,-195,-360
0.081172258,-149,8
0.069808334,-147,8
0.054708533,38,1488
0.056412704,-185,-312
0.073125035,-145,8
0.051059712,-45,810
0.050558392,-173,-280
0.061637033,-137,8
0.058745816,31,1352
0.104983531,-133,8
0.050079845,11,1162
0.075977512,-170,-302
0.071673818,-168,-288
0.081881091,-159,-216
