0.106570199,1,8
0.050304554,8,10
0.050025627,24,8
0.061018914,206,8
0.099229634,258,8
0.055203404,463,8
0.052717499,485,8
0.064704522,1017,8
0.050693706,1020,8
0.078040242,1513,8
0.072224282,1734,8
0.055587776,1752,8
0.236733600,1758,8
0.057224158,1764,8
0.068532616,1804,8
0.051677741,1841,8
0.053572781,1846,8
0.060099266,1849,8
0.056231719,1860,8
0.053362302,1868,8
0.060780633,1874,10
0.059308823,1882,8
0.095874965,1895,8
0.051770981,1930,10
0.084678628,1970,8
0.053900957,1978,8
0.098013066,1979,8
0.054164100,1990,8
0.103276707,1994,8
0.070137717,2073,6
0.051177617,2109,4
0.060501561,2143,6
0.051826145,2187,6
0.068356007,2197,6
0.054369535,2481,8
0.064157516,3186,8
0.060996469,3317,8
0.067022458,3417,8
0.068950653,3532,8
0.166967362,3646,8
0.057723187,3686,8
0.051349320,3708,8
0.051790930,3712,12
0.058121040,3715,8
0.077132873,3760,10
0.052372646,3776,8
0.050931081,3784,8
0.050720945,3786,10
0.066258080,3797,8
0.057909746,3827,8
0.055303272,3828,10
0.060365453,3870,8
0.058701009,3873,8
0.071698517,4761,8
0.072252698,4783,8
0.051964894,4833,8
0.057899233,4858,8
0.057725888,4885,8
0.059858192,4896,8
0.055526793,5193,8
0.130636394,5406,8
0.060351864,5477,8
0.058904424,5610,8
0.075968146,5654,6
0.070609927,5820,6
0.065460332,5826,8
0.074527115,5863,8
0.055649605,5882,8
0.052175969,5904,8
0.073327072,6033,8
0.066688195,6088,8
0.053764898,6135,6
0.094503492,6136,8
0.091294594,6841,8
0.055990558,6940,8
0.057907235,7426,8
0.100650012,7617,8
0.085232466,7645,8
0.056757674,7680,8
0.060119435,7773,8
0.085531540,7806,8
0.076056935,7852,8
0.054130528,7901,8
0.057195660,8361,8
0.070652872,8418,8
0.159162447,9073,8
0.070145816,9112,10
0.052165881,9125,8
0.053033359,9126,8
0.050340388,9138,8
0.054584794,9148,8
0.059690546,9152,8
0.091641933,9154,8
0.052484505,9175,8
0.061351527,9185,8
0.055961940,9186,8
0.050229244,9217,8
0.081128322,9246,8
0.058644183,9331,6
0.069402196,9417,8
0.051122252,9602,6
0.076687783,9753,8
0.050562549,9816,8
0.056046169,9824,8
0.079258651,9912,8
0.059987426,9918,8
0.055071563,10242,8
0.090043180,10255,8
0.056750014,10401,8
0.052068915,10474,8
0.075882897,10713,8
0.051108051,10816,8
0.081161581,10866,8
0.069799483,11017,8
0.073115878,11166,8
0.051053412,11266,10
0.061629087,11742,8
0.104970902,12018,8
0.305801988,12153,8
0.084119961,12159,8
0.064974941,12162,8
0.093329884,12172,8
0.080381215,12183,8
0.063892767,12184,8
0.057759780,12188,8
0.058692336,12194,8
0.057772517,12198,8
0.063309684,12219,8
0.064793587,12221,10
0.050935738,12245,8
0.069935635,12246,8
0.084137611,12271,8
0.072632045,12279,8
0.112714842,12286,8
0.073571317,12297,6
0.069733441,12304,8
0.062633693,12304,10
0.052227482,12316,8
0.072115637,12351,6
0.084977165,12376,6
0.069684878,12377,8
0.059833169,12417,8
0.050765783,12482,8
0.103718817,12921,8
0.057973593,12924,8
0.051368758,12937,8
0.068136297,12945,8
0.067068838,12980,8
0.061541721,12997,8
0.095612280,13008,8
0.077930704,13033,8
0.090309821,13278,8
0.051168401,13291,8
0.055644143,13334,8
0.053818990,13337,8
0.051728416,13337,10
0.055461124,13364,8
0.063527167,13387,8
0.110451818,13393,8
0.052755196,13423,6
0.086374909,13424,8
0.052829966,13451,8
0.114478081,13726,8
0.067395769,13774,8
0.076463796,13780,8
0.055407479,13938,8
0.053322699,14142,8
0.052129637,14144,8
0.110754870,14241,8
0.248255685,14338,8
0.063905589,14350,8
0.060231250,14352,8
0.063349083,14352,10
0.057485878,14353,8
0.060982861,14364,8
0.096010946,14386,8
0.103387699,14411,8
0.050253667,14426,8
0.056063071,14430,8
0.060445651,14467,6
0.062216669,14479,6
0.051649101,14494,6
0.067942277,14504,6
0.062146731,14505,6
0.059744827,14526,8
0.056680806,14538,8
0.077323526,14617,8
0.116099112,15042,8
0.052360747,15107,8
0.065887734,15121,8
0.096218221,15273,8
0.055663314,15274,8
0.059594475,15325,8
0.063964851,15335,8
0.083307728,15336,8
0.059621979,15345,8
0.123032250,15346,8
0.059432570,15376,8
0.060171559,15397,8
0.092832766,15408,8
0.140549436,15417,8
0.072024956,15452,8
0.189305678,15486,8
0.085733153,15518,8
0.059048790,15520,8
0.056383368,15520,10
0.095821969,15535,8
0.066795744,15540,8
0.059321787,15544,8
0.061759993,15545,8
0.080452271,15553,8
0.153117999,15618,8
0.051453691,15649,8
0.079184964,15651,8
0.082463883,15681,8
0.055291370,15913,8
0.127804577,15966,8
0.057949141,15972,8
0.068154253,16041,6
0.067816228,16158,8
0.052359015,16180,8
0.054581482,16201,8
0.126728639,16242,8
0.053347778,16250,8
0.056762636,16261,8
0.060740367,16263,10
0.064774223,16277,8
0.063211910,16281,8
0.052662231,16417,8
0.064776801,16446,8
0.153572455,16498,8
0.056618221,16511,8
0.071903430,16578,8
0.050785918,16587,8
0.078798480,16593,8
0.157390967,16606,8
0.161226198,16638,8
